,Date,Open,High,Low,Close,Volume
,"Oct 18, 2018",116.75,117.13,115.58,116.18,"6,056,682"
,"Oct 19, 2018",117.42,119.17,117.22,118.90,"10,430,994"
,"Oct 22, 2018",119.05,119.69,117.72,118.27,"8,406,370"
,"Oct 23, 2018",116.95,118.49,115.41,117.85,"8,607,373"
,"Oct 24, 2018",117.06,117.06,111.25,111.61,"11,630,540"
,"Oct 25, 2018",112.62,114.69,112.12,114.16,"7,406,869"
,"Oct 26, 2018",112.84,114.14,112.10,113.19,"7,984,726"
,"Oct 29, 2018",114.45,114.94,111.96,113.04,"9,234,069"
,"Oct 30, 2018",113.39,114.89,112.41,114.76,"7,365,577"
,"Oct 31, 2018",116.23,116.52,114.68,114.83,"9,196,670"
,"Nov 1, 2018",115.20,116.28,114.90,116.10,"6,779,884"
,"Nov 2, 2018",116.83,116.95,114.37,115.18,"6,377,852"
,"Nov 5, 2018",115.74,116.22,115.12,115.45,"7,921,106"
,"Nov 6, 2018",115.74,116.84,115.45,116.71,"5,036,606"
,"Nov 7, 2018",116.57,117.29,115.16,117.05,"8,249,836"
,"Nov 8, 2018",117.45,117.83,115.21,116.00,"11,074,782"
,"Nov 9, 2018",118.20,120.20,117.18,118.00,"16,878,228"
,"Nov 12, 2018",118.00,118.46,116.60,116.70,"9,170,870"
,"Nov 13, 2018",117.11,117.78,116.18,116.85,"4,650,588"
,"Nov 14, 2018",117.44,118.22,116.44,117.12,"7,109,122"
,"Nov 15, 2018",116.49,117.43,115.70,117.11,"7,088,665"
,"Nov 16, 2018",116.53,117.34,115.99,116.19,"7,142,193"
,"Nov 19, 2018",116.00,117.83,114.79,115.42,"9,714,594"
,"Nov 20, 2018",113.52,114.59,111.52,111.87,"11,194,640"
,"Nov 21, 2018",112.50,113.99,112.30,113.03,"7,242,467"
,"Nov 23, 2018",112.24,112.79,111.74,112.08,"3,242,322"
,"Nov 26, 2018",113.18,113.18,111.92,112.55,"7,002,353"
,"Nov 27, 2018",113.61,114.10,112.41,113.90,"7,357,599"
,"Nov 28, 2018",114.32,116.30,114.05,116.10,"9,039,821"
,"Nov 29, 2018",115.75,117.14,115.21,116.61,"10,834,825"
,"Nov 30, 2018",116.84,117.07,115.06,115.49,"16,857,777"
,"Dec 3, 2018",116.65,116.92,114.91,115.74,"9,272,917"
,"Dec 4, 2018",115.62,116.29,112.66,112.87,"10,806,737"
,"Dec 6, 2018",112.06,114.34,111.16,114.33,"10,546,187"
,"Dec 7, 2018",113.86,113.99,111.61,111.98,"8,305,465"
,"Dec 10, 2018",111.99,112.29,109.53,111.86,"7,337,457"
,"Dec 11, 2018",112.97,113.72,111.43,111.97,"6,861,759"
,"Dec 12, 2018",113.00,113.98,112.15,112.21,"7,723,872"
,"Dec 13, 2018",112.87,113.60,112.34,113.39,"6,661,534"
,"Dec 14, 2018",112.37,113.92,112.05,112.20,"7,602,301"
,"Dec 17, 2018",112.29,112.89,110.03,110.62,"7,731,768"
,"Dec 18, 2018",110.87,111.08,108.90,109.45,"6,682,315"
,"Dec 19, 2018",110.00,112.13,108.95,109.22,"9,416,918"
,"Dec 20, 2018",108.75,109.21,106.13,107.00,"9,387,252"
,"Dec 21, 2018",106.47,108.75,103.86,104.22,"15,530,616"
,"Dec 24, 2018",103.23,103.90,100.35,100.35,"7,132,955"
,"Dec 26, 2018",100.49,105.85,100.38,105.83,"9,422,844"
,"Dec 27, 2018",104.41,106.55,102.80,106.52,"8,201,369"
,"Dec 28, 2018",107.28,108.52,106.19,107.30,"7,620,457"
,"Dec 31, 2018",109.11,109.67,107.55,109.65,"7,241,715"
,"Jan 2, 2019",108.10,109.14,107.73,108.97,"9,723,461"
,"Jan 3, 2019",108.48,108.65,105.94,106.33,"10,594,688"
,"Jan 4, 2019",107.94,110.75,107.25,109.61,"10,122,770"
,"Jan 7, 2019",109.91,111.40,109.30,110.56,"6,714,654"
,"Jan 8, 2019",111.80,112.56,111.17,111.42,"8,730,674"
,"Jan 9, 2019",111.80,112.80,111.56,112.67,"5,931,922"
,"Jan 10, 2019",111.99,112.91,111.50,112.80,"6,160,065"
,"Jan 11, 2019",112.18,112.92,111.73,112.65,"4,819,131"
,"Jan 14, 2019",111.65,112.70,111.43,112.42,"6,980,978"
,"Jan 15, 2019",112.30,113.18,110.61,111.76,"9,800,910"
,"Jan 16, 2019",111.45,112.01,110.81,110.91,"5,899,937"
,"Jan 17, 2019",110.72,111.26,110.16,111.01,"6,392,033"
,"Jan 18, 2019",111.86,111.93,110.83,111.04,"8,554,673"
,"Jan 22, 2019",110.62,111.33,109.75,110.60,"6,986,669"
,"Jan 23, 2019",111.19,111.84,110.00,111.12,"6,845,560"
,"Jan 24, 2019",111.00,111.11,109.93,110.55,"6,716,751"
,"Jan 25, 2019",111.47,111.50,110.66,111.09,"5,710,812"
,"Jan 28, 2019",110.76,110.99,109.95,110.81,"6,178,777"
,"Jan 29, 2019",110.65,110.93,110.00,110.90,"5,253,724"
,"Jan 30, 2019",110.30,110.58,108.96,110.13,"7,853,849"
,"Jan 31, 2019",110.10,111.54,110.01,111.52,"8,351,629"
,"Feb 1, 2019",111.97,112.05,110.93,111.30,"6,557,666"
,"Feb 4, 2019",111.41,111.98,110.68,111.80,"7,037,006"
,"Feb 5, 2019",112.02,112.74,111.45,112.66,"13,619,793"
,"Feb 6, 2019",113.85,113.92,111.07,111.41,"14,229,041"
,"Feb 7, 2019",111.05,111.11,109.81,110.95,"8,658,117"
,"Feb 8, 2019",110.46,111.54,110.06,111.51,"6,395,482"
,"Feb 11, 2019",111.77,111.81,109.25,109.44,"11,086,391"
,"Feb 12, 2019",110.21,110.83,109.15,109.20,"7,610,200"
,"Feb 13, 2019",109.24,110.48,109.23,110.20,"6,919,706"
,"Feb 14, 2019",109.85,111.50,109.54,110.66,"6,324,746"
,"Feb 15, 2019",111.40,112.63,111.03,112.59,"8,197,250"
,"Feb 19, 2019",112.91,113.77,112.83,113.51,"8,169,630"
,"Feb 20, 2019",113.60,114.09,113.29,113.68,"7,081,458"
,"Feb 21, 2019",113.40,114.54,112.87,114.29,"9,480,098"
,"Feb 22, 2019",114.63,115.77,113.95,115.25,"8,735,066"
,"Feb 25, 2019",115.62,115.80,113.46,113.59,"9,327,690"
,"Feb 26, 2019",113.65,114.01,112.85,113.50,"8,955,976"
,"Feb 27, 2019",113.10,113.51,112.46,112.78,"7,249,546"
,"Feb 28, 2019",112.90,113.43,112.75,112.84,"6,716,706"
,"Mar 1, 2019",113.45,114.44,113.45,114.01,"6,996,911"
,"Mar 4, 2019",114.42,114.42,113.09,114.33,"6,014,966"
,"Mar 5, 2019",114.23,114.54,113.76,114.00,"5,225,121"
,"Mar 6, 2019",114.00,115.05,114.00,114.85,"7,352,761"
,"Mar 7, 2019",114.85,114.90,113.47,114.01,"6,324,026"
,"Mar 8, 2019",113.46,113.84,112.90,113.81,"6,549,140"
,"Mar 11, 2019",114.04,115.00,114.03,114.75,"6,952,702"
,"Mar 12, 2019",114.72,115.30,114.04,114.73,"9,920,395"
,"Mar 13, 2019",114.84,114.85,113.72,114.09,"17,994,525"
,"Mar 14, 2019",114.12,114.77,113.93,114.48,"17,409,649"
,"Mar 15, 2019",114.50,115.48,113.68,114.96,"14,932,667"
,"Mar 18, 2019",113.03,114.00,112.46,113.12,"21,769,821"
,"Mar 19, 2019",112.95,113.71,109.80,110.00,"45,384,389"
,"Mar 20, 2019",110.31,110.88,108.05,109.99,"35,588,736"
,"Mar 21, 2019",110.10,110.15,108.37,108.66,"27,438,927"
,"Mar 22, 2019",108.33,109.00,107.51,108.23,"24,133,840"
,"Mar 25, 2019",108.49,109.07,107.32,107.79,"18,187,512"
,"Mar 26, 2019",108.40,110.34,108.27,110.14,"16,693,081"
,"Mar 27, 2019",110.45,111.09,109.73,110.28,"10,794,846"
,"Mar 28, 2019",110.60,111.27,110.24,110.71,"11,748,863"
,"Mar 29, 2019",111.56,111.60,110.39,111.03,"16,358,761"
,"Apr 1, 2019",111.59,112.87,111.38,112.51,"10,785,064"
,"Apr 2, 2019",113.15,113.31,111.92,111.96,"9,231,765"
,"Apr 3, 2019",112.70,113.11,112.21,112.52,"10,534,893"
,"Apr 4, 2019",113.24,114.86,113.03,114.75,"14,378,356"
,"Apr 5, 2019",114.97,115.13,114.31,115.00,"10,907,893"
,"Apr 8, 2019",115.00,115.83,114.64,114.96,"11,054,215"
,"Apr 9, 2019",115.61,117.16,115.28,116.86,"17,340,289"
,"Apr 10, 2019",117.58,118.03,116.28,117.16,"14,091,055"
,"Apr 11, 2019",117.73,117.86,116.32,116.60,"12,784,470"
,"Apr 12, 2019",127.91,130.90,126.36,130.06,"65,253,497"
,"Apr 15, 2019",131.05,132.70,129.79,132.04,"32,773,740"
,"Apr 16, 2019",131.75,132.13,129.56,129.90,"14,564,317"
,"Apr 17, 2019",129.81,132.36,129.28,131.75,"14,253,715"
,"Apr 18, 2019",131.77,132.87,131.11,132.45,"11,890,584"
,"Apr 22, 2019",131.90,132.20,131.03,131.68,"10,197,506"
,"Apr 23, 2019",133.39,134.24,132.65,133.36,"12,159,331"
,"Apr 24, 2019",133.11,135.75,132.72,135.10,"11,449,455"
,"Apr 25, 2019",135.36,138.88,134.84,137.24,"16,382,455"
,"Apr 26, 2019",138.70,140.04,137.51,139.92,"14,167,589"
,"Apr 29, 2019",142.19,142.37,137.61,139.30,"25,746,100"
,"Apr 30, 2019",139.12,139.39,136.03,136.97,"15,253,088"
,"May 1, 2019",137.49,138.17,136.24,136.38,"8,906,731"
,"May 2, 2019",135.38,135.69,132.38,134.14,"16,580,402"
,"May 3, 2019",135.22,135.31,133.78,134.33,"8,874,413"
,"May 6, 2019",132.54,135.33,132.30,135.00,"9,955,629"
,"May 7, 2019",135.35,135.97,132.76,133.44,"10,972,651"
,"May 8, 2019",133.50,135.70,133.31,134.99,"15,423,532"
,"May 9, 2019",135.03,136.48,132.84,133.59,"15,297,051"
,"May 10, 2019",133.01,134.32,131.23,134.04,"9,858,487"
,"May 13, 2019",131.50,132.66,130.55,131.34,"11,389,896"
,"May 14, 2019",133.52,134.66,132.05,133.20,"12,001,739"
,"May 15, 2019",132.55,135.21,132.04,134.68,"9,734,068"
,"May 16, 2019",135.29,136.40,134.81,135.50,"9,689,397"
,"May 17, 2019",134.26,135.98,134.03,135.04,"8,964,178"
,"May 20, 2019",134.25,134.40,133.25,133.91,"8,009,000"
,"May 21, 2019",134.57,134.57,133.11,134.09,"7,050,294"
,"May 22, 2019",133.82,134.17,133.39,133.85,"5,093,746"
,"May 23, 2019",132.71,133.55,131.95,132.73,"6,743,329"
,"May 24, 2019",133.10,133.29,132.22,132.79,"4,570,132"
,"May 28, 2019",133.21,134.04,132.59,132.62,"8,938,370"
,"May 29, 2019",131.96,132.15,130.78,131.57,"7,749,591"
,"May 30, 2019",131.88,132.68,131.34,132.20,"5,273,987"
,"May 31, 2019",130.96,132.93,130.78,132.04,"7,420,899"
,"Jun 3, 2019",132.02,132.95,131.49,132.47,"7,901,387"
,"Jun 4, 2019",133.45,134.88,132.92,134.82,"8,247,513"
,"Jun 5, 2019",135.41,136.00,134.94,135.94,"6,842,759"
,"Jun 6, 2019",136.51,137.44,135.73,137.21,"6,027,316"
,"Jun 7, 2019",137.60,138.76,137.33,138.04,"7,026,269"
,"Jun 10, 2019",138.88,138.88,136.07,137.07,"8,479,526"
,"Jun 11, 2019",137.59,137.75,134.94,135.08,"6,352,215"
,"Jun 12, 2019",135.09,136.28,134.82,135.72,"5,536,986"
,"Jun 13, 2019",137.95,141.85,137.61,141.74,"17,939,543"
,"Jun 14, 2019",142.05,142.95,140.53,141.65,"11,125,201"
,"Jun 17, 2019",140.81,141.48,139.11,140.97,"8,542,717"
,"Jun 18, 2019",141.99,143.51,138.97,139.24,"11,231,406"
,"Jun 19, 2019",139.51,141.07,138.58,140.92,"6,877,141"
,"Jun 20, 2019",141.98,142.23,139.91,142.02,"8,485,793"
,"Jun 21, 2019",141.95,142.00,140.00,140.23,"14,150,036"
,"Jun 24, 2019",140.12,140.47,137.80,139.22,"10,497,423"
,"Jun 25, 2019",139.02,140.41,138.67,139.94,"14,675,355"
,"Jun 26, 2019",140.36,140.74,139.51,140.40,"8,842,136"
,"Jun 27, 2019",141.00,141.74,138.92,139.30,"6,466,261"
,"Jun 28, 2019",139.41,140.21,138.61,139.64,"20,078,800"
,"Jul 1, 2019",140.45,141.95,139.22,141.65,"8,996,454"
,"Jul 2, 2019",141.40,142.86,141.27,142.53,"7,557,314"
,"Jul 3, 2019",142.70,143.00,142.00,142.98,"4,150,852"
,"Jul 5, 2019",141.42,142.89,140.70,142.45,"5,595,988"
,"Jul 8, 2019",142.18,142.23,140.97,141.02,"4,993,865"
,"Jul 9, 2019",140.06,141.72,139.75,141.61,"7,396,283"
,"Jul 10, 2019",142.40,144.25,142.01,143.54,"9,533,663"
,"Jul 11, 2019",144.01,145.34,143.54,143.56,"10,471,130"
,"Jul 12, 2019",144.15,145.43,144.00,144.88,"8,510,020"
,"Jul 15, 2019",145.13,145.36,143.97,145.06,"5,289,248"
,"Jul 16, 2019",144.75,144.99,143.81,144.30,"5,854,707"
,"Jul 17, 2019",144.60,144.68,142.37,142.57,"5,296,353"
,"Jul 18, 2019",142.46,142.46,140.17,141.63,"8,035,481"
,"Jul 19, 2019",142.24,142.24,139.74,139.85,"6,109,874"
,"Jul 22, 2019",141.25,141.44,140.01,140.84,"7,707,699"
,"Jul 23, 2019",141.65,142.54,140.27,141.26,"7,514,525"
,"Jul 24, 2019",141.40,141.59,140.40,141.29,"5,896,610"
,"Jul 25, 2019",141.40,143.23,141.04,143.21,"7,294,375"
,"Jul 26, 2019",143.74,145.19,143.05,144.65,"8,139,402"
,"Jul 29, 2019",145.59,147.15,145.17,146.39,"11,674,108"
,"Jul 30, 2019",145.76,146.80,144.61,144.93,"6,563,058"
,"Jul 31, 2019",144.99,145.00,142.34,143.01,"9,710,669"
,"Aug 1, 2019",143.34,144.53,141.26,141.85,"8,911,657"
,"Aug 2, 2019",140.99,142.22,139.94,141.71,"6,539,050"
,"Aug 5, 2019",139.14,140.23,137.03,138.30,"10,669,680"
,"Aug 6, 2019",140.41,141.95,138.37,141.87,"18,818,879"
,"Aug 7, 2019",134.93,135.87,132.26,134.86,"29,084,488"
,"Aug 8, 2019",137.90,138.00,136.01,137.89,"14,054,758"
,"Aug 9, 2019",137.10,139.24,136.76,138.52,"8,811,869"
,"Aug 12, 2019",137.31,137.57,135.23,135.75,"7,780,351"
,"Aug 13, 2019",135.00,137.92,135.00,137.01,"8,196,997"
,"Aug 14, 2019",135.06,135.15,132.68,132.85,"11,797,670"
,"Aug 15, 2019",133.50,134.28,132.47,133.41,"7,590,114"
,"Aug 16, 2019",134.02,135.50,133.83,135.20,"6,353,770"
,"Aug 19, 2019",136.79,137.62,134.28,135.29,"11,741,800"
,"Aug 20, 2019",133.33,136.04,133.26,135.13,"8,628,920"
,"Aug 21, 2019",134.61,136.06,134.05,135.76,"6,326,629"
,"Aug 22, 2019",136.20,136.67,134.69,136.08,"6,968,278"
,"Aug 23, 2019",135.51,136.44,131.02,131.67,"10,197,685"
,"Aug 26, 2019",134.19,134.64,132.55,134.61,"8,101,688"
,"Aug 27, 2019",135.77,135.99,134.19,134.49,"6,015,348"
,"Aug 28, 2019",134.06,136.73,133.52,136.55,"5,957,541"
,"Aug 29, 2019",138.12,138.68,137.42,137.84,"6,536,300"
,"Aug 30, 2019",138.29,138.50,136.76,137.26,"5,624,066"
,"Sep 3, 2019",136.37,136.42,135.06,136.31,"5,998,686"
,"Sep 4, 2019",136.74,138.20,136.39,137.89,"4,302,805"
,"Sep 5, 2019",138.92,139.27,138.32,138.84,"5,145,232"
,"Sep 6, 2019",139.13,139.81,138.25,139.55,"4,089,995"
,"Sep 9, 2019",139.58,140.08,138.48,138.83,"5,458,689"
,"Sep 10, 2019",138.12,138.44,134.58,135.79,"10,974,575"
,"Sep 11, 2019",135.56,136.24,134.93,136.19,"7,896,359"
,"Sep 12, 2019",136.84,138.67,136.54,137.50,"7,333,931"
,"Sep 13, 2019",137.85,138.22,137.11,138.02,"5,209,146"
,"Sep 16, 2019",136.29,137.24,135.30,135.80,"6,329,260"
,"Sep 17, 2019",135.80,136.73,135.67,136.31,"4,759,951"
,"Sep 18, 2019",136.41,137.07,135.72,136.80,"6,894,548"
,"Sep 19, 2019",137.00,137.36,133.00,133.30,"12,585,398"
,"Sep 20, 2019",133.03,133.23,131.61,132.27,"25,640,027"
,"Sep 23, 2019",131.99,132.89,131.89,132.46,"6,146,871"
,"Sep 24, 2019",134.01,134.15,131.50,131.97,"11,940,337"
,"Sep 25, 2019",131.79,133.42,131.22,133.09,"6,613,058"
,"Sep 26, 2019",133.14,133.30,129.06,131.27,"11,851,673"
,"Sep 27, 2019",130.10,131.00,128.92,129.96,"8,402,934"
,"Sep 30, 2019",130.35,130.86,129.82,130.32,"5,845,989"
,"Oct 1, 2019",130.80,131.78,129.51,129.55,"6,011,451"
,"Oct 2, 2019",128.51,129.22,127.57,129.14,"8,343,560"
,"Oct 3, 2019",128.60,129.43,127.54,128.15,"8,683,717"
,"Oct 4, 2019",128.69,130.44,128.61,130.27,"6,803,210"
,"Oct 7, 2019",130.27,131.57,129.04,130.90,"5,842,436"
,"Oct 8, 2019",129.90,130.04,128.37,128.47,"6,778,174"
,"Oct 9, 2019",129.10,129.85,128.06,129.33,"5,037,437"
,"Oct 10, 2019",129.22,130.14,128.88,129.34,"4,581,018"
,"Oct 11, 2019",130.30,130.99,129.59,130.02,"6,809,765"
,"Oct 14, 2019",130.13,130.30,129.48,129.70,"3,753,018"
,"Oct 15, 2019",130.01,130.89,129.40,129.76,"5,937,287"
,"Oct 16, 2019",129.76,131.83,129.70,130.86,"7,671,898"
,"Oct 17, 2019",132.53,133.44,130.51,132.37,"8,037,035"
,"Oct 18, 2019",132.37,133.16,130.89,130.89,"8,695,515"
,"Oct 21, 2019",131.44,131.73,130.02,130.26,"7,391,094"
,"Oct 22, 2019",133.15,133.68,132.10,132.40,"10,540,835"
,"Oct 23, 2019",132.45,132.68,130.76,131.13,"7,075,669"
,"Oct 24, 2019",131.52,131.70,129.63,130.26,"6,792,298"
,"Oct 25, 2019",130.50,131.76,130.03,130.90,"6,696,035"
,"Oct 28, 2019",131.45,132.08,130.14,130.53,"8,940,309"
,"Oct 29, 2019",130.50,130.77,129.44,129.48,"9,305,072"
,"Oct 30, 2019",129.69,130.31,129.15,129.60,"10,880,048"
,"Oct 31, 2019",129.53,130.15,128.75,129.92,"9,628,296"
,"Nov 1, 2019",130.99,132.80,130.51,132.75,"8,507,567"
,"Nov 4, 2019",134.12,134.14,132.47,132.92,"7,631,780"
,"Nov 5, 2019",132.77,132.77,130.89,131.45,"7,404,474"
,"Nov 6, 2019",131.60,131.66,130.66,131.27,"9,132,465"
,"Nov 7, 2019",132.35,133.70,131.75,132.96,"18,047,601"
,"Nov 8, 2019",140.22,140.25,136.74,137.96,"24,187,457"
,"Nov 11, 2019",137.50,138.56,136.21,136.74,"10,144,903"
,"Nov 12, 2019",138.03,139.34,136.74,138.58,"17,283,987"
,"Nov 13, 2019",138.58,149.92,136.84,148.72,"46,491,397"
,"Nov 14, 2019",148.00,150.63,146.28,147.15,"28,414,285"
,"Nov 15, 2019",147.14,147.20,144.21,144.67,"13,749,344"
,"Nov 18, 2019",144.75,149.04,143.69,147.65,"15,356,968"
,"Nov 19, 2019",148.18,149.48,146.80,148.38,"11,508,726"
,"Nov 20, 2019",148.09,148.99,146.03,146.93,"9,451,314"
,"Nov 21, 2019",147.16,147.47,146.26,146.90,"6,241,359"
,"Nov 22, 2019",147.21,149.44,146.68,148.29,"9,639,428"
,"Nov 25, 2019",148.80,150.21,147.70,149.69,"11,329,309"
,"Nov 26, 2019",151.75,153.41,150.61,151.64,"24,973,011"
,"Nov 27, 2019",152.30,152.57,151.15,151.48,"6,166,318"
,"Nov 29, 2019",151.48,152.47,151.01,151.58,"6,284,938"
,"Dec 2, 2019",152.94,152.97,149.10,150.62,"10,365,739"
,"Dec 3, 2019",147.74,149.11,146.87,148.58,"9,392,732"
,"Dec 4, 2019",149.30,149.33,148.18,148.28,"7,686,996"
,"Dec 5, 2019",148.69,148.83,147.10,147.44,"7,369,731"
,"Dec 6, 2019",148.40,148.61,147.18,147.66,"7,087,551"
,"Dec 9, 2019",147.96,148.51,145.40,146.21,"11,642,041"
,"Dec 10, 2019",145.26,146.85,145.05,146.10,"7,089,746"
,"Dec 11, 2019",147.39,147.89,146.76,147.59,"8,260,750"
,"Dec 12, 2019",147.92,148.93,147.25,147.76,"7,763,316"
,"Dec 13, 2019",147.43,147.80,146.31,146.38,"9,353,254"
,"Dec 16, 2019",147.59,148.65,146.55,148.46,"9,146,339"
,"Dec 17, 2019",148.10,148.46,147.62,147.73,"8,779,665"
,"Dec 18, 2019",147.77,147.95,146.19,146.26,"9,472,498"
,"Dec 19, 2019",146.18,146.80,145.32,146.15,"10,249,312"
,"Dec 20, 2019",147.15,147.88,145.77,146.88,"12,631,869"
,"Dec 23, 2019",145.91,146.33,144.33,144.68,"9,318,682"
,"Dec 24, 2019",144.58,145.43,144.45,145.29,"3,508,541"
,"Dec 26, 2019",145.40,145.86,145.17,145.70,"4,431,113"
,"Dec 27, 2019",146.05,146.51,145.45,145.75,"5,497,500"
,"Dec 30, 2019",145.75,145.87,143.40,143.77,"6,605,481"
,"Dec 31, 2019",143.67,144.77,143.26,144.63,"5,663,965"
,"Jan 2, 2020",145.29,148.20,145.10,148.20,"9,504,711"
,"Jan 3, 2020",146.40,147.90,146.05,146.50,"7,321,837"
,"Jan 6, 2020",145.54,146.03,144.31,145.65,"8,268,374"
,"Jan 7, 2020",145.99,146.87,145.42,145.70,"6,972,813"
,"Jan 8, 2020",145.49,146.13,144.82,145.40,"6,986,395"
,"Jan 9, 2020",146.47,146.63,144.61,144.83,"6,668,201"
,"Jan 10, 2020",145.30,145.50,144.26,144.62,"5,154,850"
,"Jan 13, 2020",144.75,144.75,143.36,143.88,"9,926,387"
,"Jan 14, 2020",143.41,146.72,142.29,145.20,"14,846,350"
,"Jan 15, 2020",145.71,145.71,143.93,144.32,"6,818,180"
,"Jan 16, 2020",145.09,145.43,144.44,145.12,"6,948,369"
,"Jan 17, 2020",145.54,145.64,144.01,144.33,"10,355,328"
,"Jan 21, 2020",144.24,144.59,143.01,143.56,"9,250,157"
,"Jan 22, 2020",144.45,144.79,143.54,144.01,"7,549,950"
,"Jan 23, 2020",143.60,143.61,140.65,142.20,"11,081,973"
,"Jan 24, 2020",141.40,142.25,139.20,140.08,"13,076,325"
,"Jan 27, 2020",135.86,137.73,135.00,135.90,"12,831,818"
,"Jan 28, 2020",136.50,138.93,135.86,138.37,"10,390,015"
,"Jan 29, 2020",138.60,138.68,135.79,136.06,"9,389,202"
,"Jan 30, 2020",135.09,137.85,134.83,137.81,"11,847,328"
,"Jan 31, 2020",138.40,138.67,137.06,138.31,"12,379,079"
,"Feb 3, 2020",139.79,141.82,139.75,141.32,"12,659,963"
,"Feb 4, 2020",145.49,145.59,143.25,144.73,"23,519,727"
,"Feb 5, 2020",146.60,147.30,138.57,141.37,"27,824,121"
,"Feb 6, 2020",141.92,143.95,141.22,142.70,"9,504,618"
,"Feb 7, 2020",141.89,141.99,140.12,141.02,"10,948,878"
,"Feb 10, 2020",141.03,142.59,140.46,142.59,"8,162,055"
,"Feb 11, 2020",142.85,142.99,140.46,141.01,"10,790,080"
,"Feb 12, 2020",141.34,142.22,140.87,141.85,"8,168,150"
,"Feb 13, 2020",141.17,141.90,140.82,140.90,"7,543,117"
,"Feb 14, 2020",141.10,141.28,139.13,139.54,"9,110,543"
,"Feb 18, 2020",139.02,139.66,138.10,139.14,"8,223,909"
,"Feb 19, 2020",139.63,141.87,139.23,141.30,"7,080,871"
,"Feb 20, 2020",141.63,141.63,138.85,140.37,"5,981,715"
,"Feb 21, 2020",139.86,139.88,138.58,138.97,"7,725,829"
,"Feb 24, 2020",132.90,134.44,131.21,133.01,"19,336,454"
,"Feb 25, 2020",133.75,133.94,127.98,128.19,"21,032,491"
,"Feb 26, 2020",126.12,128.37,122.13,123.36,"31,226,998"
,"Feb 27, 2020",119.81,122.90,117.92,118.04,"30,827,530"
,"Feb 28, 2020",114.51,118.31,113.21,117.65,"35,453,804"
,"Mar 2, 2020",119.13,119.98,116.03,119.98,"21,775,916"
,"Mar 3, 2020",121.15,121.78,115.15,116.45,"19,529,722"
,"Mar 4, 2020",118.96,119.24,115.48,119.18,"13,842,096"
,"Mar 5, 2020",116.86,116.96,112.11,113.98,"22,397,240"
,"Mar 6, 2020",110.76,115.87,110.32,115.27,"22,899,617"
,"Mar 9, 2020",108.69,110.43,104.28,104.35,"26,233,565"
,"Mar 10, 2020",108.10,111.58,102.43,111.46,"24,083,654"
,"Mar 11, 2020",108.42,108.90,102.86,105.51,"24,794,290"
,"Mar 12, 2020",97.62,100.00,91.64,91.81,"40,392,866"
,"Mar 13, 2020",100.78,102.87,92.25,102.52,"40,960,063"
,"Mar 16, 2020",91.80,98.28,90.00,95.01,"35,379,527"
,"Mar 17, 2020",95.80,97.46,91.15,93.53,"27,526,244"
,"Mar 18, 2020",87.59,89.34,79.07,88.80,"43,592,467"
,"Mar 19, 2020",88.00,97.40,85.11,94.93,"30,866,822"
,"Mar 20, 2020",95.99,96.99,85.84,85.98,"31,957,765"
